id,cc_cons
34050,1379.8304178344538
21741,3669.9657178122434
36527,1752.6247459664187
8854,3854.9707070020913
10859,8188.625300968739
706,1093.0211424262968
43976,2375.1292991971177
43978,5972.5869218199205
7322,6914.205849238458
28071,1409.3054683502348
12528,2238.22415078338
26871,5291.287992638023
24476,1995.9565979985946
422,1764.5358580025752
30157,9560.81127149821
14281,1514.9093462039586
42520,3271.437065445857
3625,3804.1341928110064
33366,2359.7006876704654
34675,10416.653294751868
39319,5110.232910767732
46573,2398.5004511456264
44389,1843.8512702080907
41395,7400.148140650623
3809,1550.3481488193727
18331,3302.4822831069223
30478,4561.669883073311
14623,583.6631476807552
18825,3979.5612994791663
16354,11517.534165650517
22670,2225.0887261180733
8387,10067.092613142584
36491,492.14032955525533
42008,1607.0871601247102
10573,2262.7649213543405
20914,2083.824935111784
20255,2560.307327051967
26022,1020.6397216733941
46674,6804.451085321752
6023,2871.210722618723
17266,3918.478106161619
19131,1706.4232292482284
31503,20409.662961902814
1337,6905.865187968907
21281,1138.102252661681
32933,2730.078352478611
4650,1971.5856086914011
28357,8492.05523900019
32764,1361.7237479573992
46028,2803.207668476609
1228,3384.003195892519
34211,8804.305625959163
35195,2166.244815209622
19995,2663.8128494085313
15691,2056.2864291014157
33450,5424.505080005945
45389,3901.566411916581
35560,5876.2564733179215
46012,2828.6972991097646
13108,7294.082532203581
26849,8300.496773858611
13047,526.0011364803185
33233,4030.016773155568
46211,6408.049312705594
6624,1209.8389516124091
36355,1618.3537670469966
36856,1438.8253622267507
33234,5516.984776412851
31069,6418.917613983138
26844,8465.678170268957
23253,8858.246232436402
44965,4028.385046360983
13042,4421.270754985055
9988,713.7578406038059
22827,1955.5036871449297
2521,10228.875864836842
17211,4120.924280885344
16912,8366.34902122621
29291,5180.342364839665
38895,3275.871984201153
45744,16730.411195463912
42705,5809.972304118192
1427,860.0192185010893
32682,1724.9158188058057
4771,3260.665888473715
46180,8051.325774900396
26801,8521.435253073323
39359,2089.1750319506805
33709,5197.0414990705085
12042,1860.488224320777
22838,5824.515620022706
7529,2534.2211527809604
13296,8574.032474963358
35618,1292.504603683693
10447,6693.697959039646
10,2276.4807983358655
45014,2542.2268843561956
25003,2383.01852560145
16307,1591.0204125003195
17853,1675.0429379376947
7595,1444.3081339421574
3520,1412.926415897043
44558,3155.5500494725507
46301,2329.2889892071075
22510,2513.589467857274
40911,779.7887912257056
42100,4331.673189397509
2569,4666.512270129085
7915,3302.0769848475516
32458,3450.6335561784504
23350,2064.314847421344
24797,1194.8795360928657
46443,3468.4409527169655
26812,2327.2356086201053
9726,1473.8169405401766
3859,1873.1824696946999
36311,3221.482128861011
4975,2867.1986286604206
5500,2152.2234640392912
21488,6572.045903241793
27669,5897.728694881913
1266,4787.101704579075
27620,3911.325890331506
6722,1782.757288154244
40624,2546.8796213470405
32921,4835.414409742766
8472,1481.0537221979775
40638,3542.954461749188
4869,10996.133489581869
14659,1587.2152107966945
24888,2384.9044511343086
44115,2340.5374113390026
10689,3805.2153486329553
39086,3909.9933045912235
16735,2328.624060311038
23117,3180.280413401874
45868,2552.7732758441
9305,5028.938043371956
32812,1188.8877408556
39541,4198.082025007241
16297,2160.5394317004075
2041,4877.061816896055
45561,2543.5128529779136
992,1503.0377224111614
12797,1316.6405179793524
22251,4447.942820414387
44026,1473.380368983424
32438,1133.8141137615805
24423,1156.437506482371
39098,1527.70451477851
42837,1040.8661842376832
7900,1212.8085991529376
4487,2165.022229733791
7575,7050.293384634779
45234,1086.8043161850019
36731,3599.9518134512937
40043,5064.408898896145
32878,2277.3370705271623
5977,1105.3268558576415
14022,2319.202090642997
1923,1901.0497658913514
33070,2540.799189095672
15593,878.8719871510584
34389,7597.419866265176
32212,3331.0095478028534
44292,3454.894132696384
32304,2399.240023826318
30061,1856.676833207194
25782,5574.416791493006
832,7941.609941011203
40517,2660.990616720604
30503,1695.16662397198
13209,20371.821519008103
44530,2101.6343476715265
24637,2763.0587060302446
18401,1859.108817582255
6728,1802.120254521093
14705,2207.7385860834734
8777,1116.2526728309047
25659,13825.211205022188
2871,3742.678782436992
19124,1338.5426604669253
33704,1909.2295913190055
4286,3431.4113373411165
42808,1941.1315151228366
22198,3374.003298600646
5953,3130.896368089288
12452,1658.1439221055707
11088,5724.381726538633
35742,11489.003750984532
7853,4195.139910769833
37453,2148.5828798773364
9945,1542.367150460405
8761,9392.715163149229
7030,2275.048907751057
3255,7845.635070894372
16560,1310.0024402445797
2530,3120.8676248086563
11596,3744.849776463825
18769,7757.319376701271
33689,2286.619710307728
41196,1416.2079829210127
40770,2366.9134575997878
12420,2854.870647996532
25559,2608.086657020574
3298,7503.289310784583
5204,597.6584080818134
20490,3562.1293898803556
41382,2973.667361289424
20451,2344.282510960862
28236,6739.964284767323
38043,4936.765340244003
29763,1495.6194676933433
21188,1630.2533673170515
34957,6295.279015074689
4679,3328.3780643978025
28971,4273.391437154881
46132,9939.638000264858
25284,1350.1707056008054
24822,4856.3154568461005
16166,5073.653891705285
26004,2206.1471578730375
25200,7222.7238041092805
20567,1430.4083859297243
29350,3852.8346280472592
19282,2180.006570261174
35613,8658.458738623876
14894,2206.811985458756
17055,2516.4898895363235
2899,1685.8548279687063
19099,1676.488482288945
23374,1402.484345440907
17906,982.3338368799798
41710,1868.8088313514945
42916,1052.0324537496128
9679,3497.3497454214494
46683,3070.465976905394
43085,1644.1803815561561
16775,6521.606482828478
2251,4798.214984826717
22619,770.8174110791168
1785,11519.910174478544
39536,3048.526534784901
17087,20199.652137181005
10673,3704.4926623756123
31558,2726.3362835303515
20718,3717.073330655103
16408,4679.816318114307
16436,9155.56302490419
15145,8601.34089664001
3399,4888.579948311249
4126,1870.2940115261026
35977,3210.7357576254176
39704,1206.1330238026744
2105,1774.0792117457042
21555,3828.255483962972
5235,10307.730847661693
38613,1548.6778086996999
23402,2078.467326988106
6981,2479.8699905683397
4364,6655.525779230886
38853,2263.2653190421183
9426,1999.2387690956111
36964,941.475498758348
17339,738.023833473013
38156,2384.9347389582213
8595,2041.3628589679126
23589,1889.358189512846
40975,845.4466224777251
38738,4242.121784479634
7761,6651.249149017774
17540,13459.868537636985
6256,11883.869193309583
17386,2683.687101131197
33024,1340.385897230385
32369,2162.4757562183227
28472,9795.13029378753
34541,7202.999751091914
6475,3966.474578143866
45460,2920.4878403402695
31738,935.8577848259571
12119,2315.4679208309917
11800,3316.006634926055
19199,3677.8114499992844
4974,25933.5726845689
6636,999.0096920168932
22353,10788.78383050776
16559,9775.9720203741
40758,2829.417168426254
46417,4460.070169836355
10604,472.9966609658132
5106,2318.7321669845737
15975,1431.5200423582867
10444,4750.617400115882
24669,14806.090112606953
39810,1771.6288546077399
41848,5957.626813515666
27520,5398.728221305769
440,1244.898299649092
15815,1081.5514744905058
17919,5387.049497913075
37428,2682.849387404804
19378,2915.7297072388214
8532,4723.138945373629
26813,1083.0406558235893
38843,15236.453825107721
14509,7563.802699532015
29172,6349.425629754219
14643,5879.5114485396525
44799,1678.4926939081454
26721,7003.894088505205
40303,11530.687892697086
42901,12751.139492449909
7830,2073.498538220476
45542,4889.7638424338165
37693,1910.1394010079625
28347,745.6844586666479
10011,1253.6003961155593
30873,979.2032703839428
46002,4465.384094379994
10494,3349.485348985428
46646,2527.2130287178434
13624,12515.912397487287
10730,1212.9715543987852
44446,1824.778932599449
21026,4311.759189585051
19630,3722.8150134129673
40599,3542.6306652312187
4540,4238.222738999775
9060,1171.6115319512178
30645,3579.4066495996003
41371,7174.284739376334
26493,3853.506965908344
38033,4445.01080295619
26773,3207.4106393206157
32636,7037.374607201838
40173,5783.040199480485
24215,3261.839714087647
29702,1911.4722406075432
38671,3319.0817599685806
9101,2253.7353244641704
23614,2213.1741557408263
31354,5778.082051660481
44054,3715.838586655059
28585,1553.783149923926
44804,882.5391073992306
20539,874.1754207621691
33325,4007.7561945459906
18130,5535.007827780227
42036,10476.462696905579
8380,3013.9566071127097
21129,1583.382547264205
30953,3952.5794382380654
2015,1015.0795676311021
40200,6697.809272923755
4499,3433.7176639743398
196,2226.0576537820075
44458,5087.736608704095
23643,5805.077907821152
15617,2437.467604632116
5255,1999.7094481546212
19971,2271.626674494027
41511,5421.8781250958955
24664,1282.7670021506067
8705,2606.7967466996247
36488,933.6139006969822
5330,3617.6119096048774
24956,1713.6296471672547
4735,715.233009785059
19158,4564.528259050507
23902,3457.4282673329835
43434,2844.5537384662466
27290,5378.138806283957
28566,6776.954250851998
32346,598.6646678135911
38491,618.5219687808133
30383,3185.8547051173296
9014,3410.790662433709
19494,923.0449706048292
31420,1647.8732254384697
42254,5602.476440333626
15460,5794.9164801515235
21029,10743.652463090297
15771,1749.2888516189694
31844,3630.2614289847734
24175,1218.5809681776889
7921,1135.6377625068378
41071,4079.1775681529684
19288,1474.3160287428193
35184,2642.3752678181954
25275,3713.207835250095
39031,5776.4824538906005
2814,3418.8287865350426
948,3851.9857850186154
5824,2484.740672010134
18140,365.13768487449477
8769,2812.165195944004
11256,2646.3567980068387
16474,1766.66681786215
33660,17017.03455720861
42442,2591.7972742387856
46858,5880.343094109672
44975,2217.001775813431
4913,5534.059614176432
35580,2345.6741938840023
29539,4057.3137962996157
6396,2482.8848515171
27195,2359.235044600828
1212,4816.152800006293
4606,5681.3365304758845
10189,5536.383647608594
19168,1908.5662177336046
2219,3274.887310258256
6175,4793.8270515531185
12346,4691.007246898303
9090,2252.7164308129545
7712,7534.142983284881
13111,5970.449232527186
26396,5914.476727551234
21186,626.7971318399113
32108,3385.5521276636246
18225,1636.9890338922862
844,1251.9921280579856
45450,1814.9788790816317
19317,653.1254155274981
4216,2806.8814331182166
37432,5055.307165662282
45671,1505.0206945707084
14547,6354.871091303637
25020,4915.495101777702
29251,2846.40844670633
12590,1686.0435781848878
2566,1589.2908888576933
16075,3811.391607954915
18848,5258.502624449101
9311,3622.123637297817
8477,931.4942381605838
46208,2937.860105909579
41115,1671.9879057738033
37322,7505.108699547199
7935,16890.106481964307
33583,1553.5413453318372
19447,582.3569496319096
11666,8011.842085244045
37307,3446.6091432219227
18679,1761.4153633645867
44346,5561.963869344802
26363,3114.822509753255
20794,1407.538131819166
46295,3715.8964595376037
29804,4524.691788511705
13869,2099.4892568308865
18635,2472.3102433970803
16906,2462.1727314971517
27735,4636.112560113824
2886,1241.9192058209005
32139,1174.9742016434695
15792,3683.777839544526
22104,8910.020627561877
35498,1400.8702945208101
12291,1353.2068422664076
12834,1102.9205502600541
3259,3019.0731049465176
14054,3525.7477880487318
11960,1929.6584496014566
28239,3990.3778910208625
41525,4873.792671375781
19528,2657.7933838580243
24429,3758.3517016102624
45539,8592.91242010867
44141,3032.9434186173485
31954,2740.4857178941716
21663,1779.6558435794147
12281,3348.4106693140675
4888,45258.15935526861
5404,51264.01067341805
37159,4968.873443437257
42596,1065.4284371269118
9128,4977.5713338278065
28112,714.4577066378835
23617,22111.008304661635
45876,840.9609831480435
35264,5142.577217288769
16146,3421.933680972604
22130,4408.065038718217
9956,1720.9719412907239
27273,2395.1402877354158
21842,4257.145855484712
16518,3892.712873754842
15828,4432.3000064621365
6309,1175.065902488041
35093,12145.199254277506
21873,17844.962224442814
33972,6141.646606860866
5556,4287.363765828771
39852,5231.844170827053
6423,8306.465473584572
8075,1419.4286687627373
2039,1905.875433200004
29971,2678.1216334670257
21717,2274.6036831858
42886,5161.209777950443
31494,2242.4376117505594
1851,1593.3992110318545
6130,12374.323323432078
34700,3266.2920857672157
38127,7670.4209633703285
30477,5837.146402723833
3997,3269.6126596602944
30181,2142.1493336357566
31925,4247.8968806918365
46155,1860.1547727173145
4011,2412.316435344115
14653,2430.5778542302255
9238,2240.704016452315
9265,1773.4833989928227
21561,1180.229554940278
38789,2586.8321929954564
26134,1146.2014823678799
5763,2062.414242059914
2885,4550.4328212494465
753,7653.286504010044
21455,11937.129759652413
17799,4742.520147291603
17427,1014.7524456824606
27803,5132.870016521676
28714,9662.717985832474
29855,2599.6135246411077
25812,3312.738721534913
13985,563.9596489001445
46722,1808.7172044895867
3002,2062.794119300681
33718,2879.878381350303
20689,1434.8422818177885
32455,1972.3194608506278
22084,5292.242408851305
40269,2631.424421295472
7194,798.1371384645972
9296,11005.832344581402
21459,1801.5263429586018
9091,1614.5302669324494
16804,2245.1453081289364
13889,973.5306766692654
2914,1793.1293170833326
40806,1439.7103877390302
10694,1768.3657723434576
22907,958.0261066511018
14429,852.7602776204349
39364,3999.7172957336993
23945,6125.395176265774
44282,1184.7112047925305
23874,2307.740914401207
9283,712.6965221330994
41681,2607.842234357823
15725,5269.557590691787
10833,2113.3519531133966
39908,5583.852905393603
6756,1881.6185172930252
23871,640.3203521688147
39256,1945.5169679565843
19362,1914.531461456799
18921,3589.48119819848
1944,4985.672287557207
29355,3405.7356961854384
6289,8598.363063282894
2918,1779.5004280337141
41615,2093.5508424221684
42001,1398.1574300713926
23598,3114.613944729734
12208,4489.367074378721
29863,2862.5303664660346
24900,2860.758579367232
34133,2079.1407972285847
15922,1699.7342920439628
17388,1410.182571837873
30714,10063.47163001728
34220,2674.344347512178
30186,8071.2220323402435
37616,1241.896519532324
8409,2898.8926641971843
37708,11325.83685398743
33802,4755.908421997188
85,2991.3625501686283
34739,4361.301789288037
33882,5016.152400149398
6103,2814.2227485432013
10483,17246.7839016578
113,1653.903810881813
37206,5128.076374079294
18961,2400.071934680885
14828,1489.7579243350947
10169,6135.747043583988
30269,2969.053561330587
43046,2713.0620644926457
40789,5403.243907650937
29016,1599.5144778949784
43677,1044.435132412538
14269,7616.2313016665485
45106,2712.5618621703725
32321,1980.5867250130339
34488,3212.866636849072
44813,5561.760884610709
33429,1407.805247475254
391,11077.323976697957
10633,2771.6818843450083
271,3793.00751014606
20338,5212.028363347274
7942,2981.32710948836
18874,4004.359407056347
45262,2322.242965181693
4317,1764.3932374063033
1406,2626.712053151659
8948,15898.896441661436
22463,1362.4162373482334
22337,2162.7662203675777
2479,2895.27572502671
19912,557.1809677226618
38314,4402.451953889288
31947,4319.888817000404
10047,1475.6768596878642
1630,4090.6019027710863
36160,3917.651494276483
30246,2409.183167655908
20839,3259.7590060896896
46372,1399.154213326133
21158,2073.5319193118307
46678,1818.957753568093
9367,1735.5606860570588
16685,1334.923268430533
14662,5984.5405159655875
14555,2815.9380136722557
8261,3924.126565480931
13342,6123.450181861772
24546,2655.020967084931
15233,4813.9936786308235
17077,7125.242605656398
4496,15917.552887762298
25032,6698.338561227195
32780,4620.429584159104
1537,4639.378778774585
12742,523.0284018442875
9889,4773.602024448508
34010,3282.99241038589
530,4333.457484134108
5494,4732.939269997663
21423,2302.158283569654
32407,3027.7230820153995
13988,5832.87254725476
24743,14094.331963131635
1618,3609.82990658593
21426,3162.537547677722
378,6908.384637227699
45,1403.955215667099
4035,2538.915666837897
27131,1191.9640887300652
14975,5682.985622034054
43535,1522.8073240252884
24001,5880.055101698857
42767,4660.083390208703
36414,3006.491991040038
31531,1552.0164272019656
14267,1680.2505254386788
28428,3403.473494256649
8032,1727.726355956128
35179,2586.87766949061
35637,1912.8499209115982
2904,1453.2534812129065
18468,3342.6419850399247
41959,1812.6288845743632
1829,4822.0369241297885
10613,664.2286128730897
8555,5521.519708579958
16244,4672.0903943665135
36492,2852.6404186985824
3504,654.2113019049706
26076,7362.86384024446
20956,2639.882949177328
28593,2921.1347384400233
36187,1285.5085508104833
40025,4770.475970810825
34412,2680.2420409385204
43663,6579.7498730100515
45933,2079.278585806096
8004,8592.516405058243
6804,4662.572433769839
38539,3432.8382086286656
23110,2446.1193343215086
17654,1047.7625945014315
2582,8852.067327892744
45381,7666.656726561969
46514,2811.687187287256
18345,1823.7425003458625
39462,1221.1134247406694
9407,1879.9022822592842
16587,1513.6577782879322
9590,5523.732258630872
38463,3426.3446223480014
11143,1875.5805419788296
10134,1576.9442756210833
28606,1762.4051481592512
29841,1793.6481531333595
35531,3287.2374650180814
44121,1426.3835672577
21623,2201.3993221390333
5620,1261.6908116039476
21399,1956.0819454526268
26852,4276.1384461269345
29996,2595.352316052141
30077,5830.104750274093
35593,6344.678676935668
44737,6926.496842602119
13061,3779.4369324387894
6929,3703.897643343054
1113,9732.688887663177
12904,3817.3909068402254
31275,9492.473575968326
3367,740.4929970984881
34177,3846.751586226416
28703,22743.123654187584
6394,4345.5649178907
45445,4457.899799667834
19524,1601.556278887209
42358,3071.0017051558416
22060,1900.5119185812168
42923,3647.806366403293
31452,2788.236626074174
20474,2672.642644835051
12879,2601.2552576889384
37328,3590.798334264703
26329,2701.8940625786386
6294,10853.952936143827
29577,1748.8637629810694
25694,5809.413940253025
41652,12848.826880206636
27187,6662.406735570187
41654,8805.84915978725
22889,1864.6764352200366
23403,7851.094271049468
42566,6716.664346385457
35240,2700.0795145765564
835,13564.269353670328
9830,803.0870356136718
13066,4460.252286156059
8735,1083.4674192787063
4563,2553.6860171766357
33694,2218.0659080259597
26656,6604.614660512672
43462,4383.563373134246
41343,3137.9997590939056
22677,2957.89607083417
24558,5155.4546627166455
30633,1477.6996985134547
18728,5269.25605363501
14874,2050.043632370161
15143,4480.305833610074
17702,9189.753629863173
30353,9110.366105541914
5628,1834.7704656262565
16754,1656.0353542140467
9592,3788.8132301201927
15372,6282.409073837143
30126,3655.3896246412464
7035,631.3547075863305
28990,1450.8415217534991
32535,751.8784549506526
31491,6514.375215252174
36112,2683.1666028091463
11868,1582.279892627328
33363,7601.506404831995
16435,4751.685324906981
8194,2786.8463332316214
40066,1584.7262773382975
22124,5567.250681840746
27531,1541.4011915925587
8806,3463.9351085600615
13375,1974.137843522639
3963,3913.21860101929
665,1830.4878612062334
38015,1372.7530189343722
17885,7222.15529609927
4145,1233.9857931464858
45635,9669.931208899752
29787,23844.241391049218
31909,3427.621545930613
22486,2180.348585772831
39294,6481.09409510185
20950,854.3918270399919
36156,4468.9834789325505
29532,2697.964581635724
7017,1679.717937090289
9300,2292.583838962813
510,2576.9188769656744
17652,3295.433246320478
23544,3654.23751217533
7919,3387.3893527487085
26357,3788.4226888151748
21408,2459.8010223754936
35228,6445.901203932021
3197,3447.1745927563343
37803,2374.6904742344445
44237,7439.972040804293
40357,9451.675338870225
21923,1457.4192556383891
18896,565.8932813152509
38319,3019.150881228515
19277,5675.826899165026
25530,1463.2512474497983
27115,2697.4850581669793
25452,3406.9522069584145
10507,2073.8240573988905
11443,2390.386227447988
31155,1435.4731952448296
44014,1381.2557604574758
20638,1344.98890549183
40302,6152.505164030669
23160,8320.036038919241
26916,1659.257469109392
34257,1281.9441484790032
36683,3719.465675928931
11354,5505.163616299431
21833,1278.5795428099045
43601,1715.0389800724981
25840,2645.3499933945636
22497,1445.5117289846382
38179,2414.10510212725
35332,10308.887999245595
19155,1882.2825737565472
19711,6276.123282786539
28861,1277.5233060819835
36581,2841.5045801629803
42847,1164.544337551891
33210,2940.217309397555
29361,17299.883648440944
24490,6154.41929726782
42430,4115.181847009285
42278,940.5237891751768
37938,2747.59171751767
27947,2510.149582387975
20595,3324.946413437816
12069,4299.755953090844
1900,4296.643798708911
14706,21492.347668258524
46507,1791.0523525032168
9651,2089.1425383958867
3015,6074.053276734219
6214,1807.7777861193147
46606,1982.8764760009224
20498,15512.899812726588
7822,4545.372693209728
16684,3808.144906379646
31863,8650.462775381937
35753,1502.9190936799619
1205,5510.128677917964
7860,6792.233721386776
25283,2119.80567872619
32784,4819.094270132211
2557,4466.041491210295
30243,3389.550158714353
929,5498.919230598329
5485,4919.796863171802
36165,3237.639555067834
22034,3271.819742814925
32788,1807.533400849517
9670,2615.249698921276
37903,6244.390743642558
13429,5941.224171219951
6140,6668.933804618858
16840,9683.914506594032
1928,2076.523863097316
32499,2945.714587346422
22411,1980.643984362725
40866,2353.6704423479823
43207,4829.40758518122
13841,7645.224956863778
2107,5919.915479360156
10846,1712.4109942038285
46376,7247.528487518556
37752,1615.7864439024877
24689,5219.435141708099
41528,7693.045950456717
45974,1588.9892602817492
26217,4832.82091848085
43902,1395.634256932313
22514,6407.387643907554
46405,3335.2620818880487
22574,1866.106868046638
17984,3028.3331937884973
19166,2142.243900764011
43818,1657.9206564128872
14104,2511.748746518763
29188,1940.2950641137816
30837,1755.6398665663557
45301,1328.094499989859
29839,2243.426808924645
10869,4615.330149679459
41340,4673.415612652116
2723,2907.022943404474
35735,2163.344189270219
738,14004.884683950666
4733,44544.6399174526
11206,1656.266301100285
2874,3048.845198080612
37931,1685.3042713884183
23305,2890.942614855461
10401,1561.0789447037341
15134,25258.486285899802
917,12760.169369864654
46235,3664.6506727420406
38511,4806.391384623036
42825,3847.6913440909957
36519,6563.972645144644
42640,2084.3628404025744
23371,4217.366732118994
11742,3020.2586613657754
